Frequency,Elevation,Azimuth
29000000.0,22,91
29000000.0,24,87
29000000.0,24,88
29000000.0,24,89
29000000.0,24,90
29000000.0,24,91
29000000.0,26,87
29000000.0,26,88
29000000.0,26,89
29000000.0,26,90
29000000.0,26,91
29000000.0,28,87
29000000.0,28,88
29000000.0,28,89
29000000.0,28,90
29000000.0,28,91
29000000.0,30,87
29000000.0,30,88
29000000.0,30,89
29000000.0,30,90
29000000.0,30,91
29000000.0,32,87
29000000.0,32,88
29000000.0,32,89
29000000.0,32,90
29000000.0,32,91
29000000.0,34,87
29000000.0,34,88
29000000.0,34,89
29000000.0,34,90
29000000.0,34,91
29000000.0,36,87
29000000.0,36,88
29000000.0,36,89
29000000.0,36,90
29000000.0,36,91
29000000.0,38,87
29000000.0,38,88
29000000.0,38,89
29000000.0,38,90
29000000.0,38,91
29000000.0,40,87
29000000.0,40,88
29000000.0,40,89
29000000.0,40,90
29000000.0,40,91
30000000.0,0,87
30000000.0,0,88
30000000.0,0,89
30000000.0,0,90
30000000.0,0,91
30000000.0,2,87
30000000.0,2,88
30000000.0,2,89
30000000.0,2,90
30000000.0,2,91
30000000.0,4,87
30000000.0,4,88
30000000.0,4,89
30000000.0,4,90
30000000.0,4,91
30000000.0,6,87
30000000.0,6,88
30000000.0,6,89
30000000.0,6,90
30000000.0,6,91
30000000.0,8,87
30000000.0,8,88
30000000.0,8,89
30000000.0,8,90
30000000.0,8,91
30000000.0,10,87
30000000.0,10,88
30000000.0,10,89
30000000.0,10,90
30000000.0,10,91
30000000.0,12,87
30000000.0,12,88
30000000.0,12,89
30000000.0,12,90
30000000.0,12,91
30000000.0,14,87
30000000.0,14,88
30000000.0,14,89
30000000.0,14,90
30000000.0,14,91
30000000.0,16,87
30000000.0,16,88
30000000.0,16,89
30000000.0,16,90
30000000.0,16,91
30000000.0,18,87
30000000.0,18,88
30000000.0,18,89
30000000.0,18,90
30000000.0,18,91
30000000.0,20,87
30000000.0,20,88
30000000.0,20,89
30000000.0,20,90
30000000.0,20,91
30000000.0,22,87
30000000.0,22,88
30000000.0,22,89
30000000.0,22,90
30000000.0,22,91
30000000.0,24,87
30000000.0,24,88
30000000.0,24,89
30000000.0,24,90
30000000.0,24,91
30000000.0,26,87
30000000.0,26,88
30000000.0,26,89
30000000.0,26,90
30000000.0,26,91
30000000.0,28,87
30000000.0,28,88
30000000.0,28,89
30000000.0,28,90
30000000.0,28,91
30000000.0,30,87
30000000.0,30,88
30000000.0,30,89
30000000.0,30,90
30000000.0,30,91
30000000.0,32,87
30000000.0,32,88
30000000.0,32,89
30000000.0,32,90
30000000.0,32,91
30000000.0,34,87
30000000.0,34,88
30000000.0,34,89
30000000.0,34,90
30000000.0,34,91
30000000.0,36,87
30000000.0,36,88
30000000.0,36,89
30000000.0,36,90
30000000.0,36,91
30000000.0,38,87
30000000.0,38,88
30000000.0,38,89
30000000.0,38,90
30000000.0,38,91
30000000.0,40,87
30000000.0,40,88
30000000.0,40,89
30000000.0,40,90
30000000.0,40,91
